Greater Sudbury,Barrie,290.33
Kingston,Barrie,343.59
London,Barrie,254.58
Niagara Falls,Barrie,208.84
Ottawa,Barrie,408.85
Thunder Bay,Barrie,1286.47
Toronto,Barrie,92.3
Windsor,Barrie,432.43
Greater Sudbury,Cambridge,446.94
Kingston,Cambridge,343.75
London,Cambridge,98.11
Niagara Falls,Cambridge,119.22
Ottawa,Cambridge,506.88
Thunder Bay,Cambridge,1464.56
Toronto,Cambridge,92.46
Windsor,Cambridge,275.97
